course_code,course_title,subject,subject_name,course_number
COMLAW 759,Applied Research Consultancy Project,COMLAW,Commercial Law,759
COMLAW 780,Research Project,COMLAW,Commercial Law,780
COMLAW 788,Research Project,COMLAW,Commercial Law,788
COMLAW 791,Dissertation,COMLAW,Commercial Law,791
COMLAW 791A,Dissertation,COMLAW,Commercial Law,791A
COMLAW 791B,Dissertation,COMLAW,Commercial Law,791B
COMLAW 796A,Thesis in Commercial Law,COMLAW,Commercial Law,796A
COMLAW 796B,Thesis in Commercial Law,COMLAW,Commercial Law,796B
COMMS 100,"Communication, Technology and Culture",COMMS,Communication,100
COMMS 101,Understanding Communication in Māori and Pacific Worlds,COMMS,Communication,101
COMMS 104,Advertising and Society,COMMS,Communication,104
COMMS 106,"Communicating Your Way: Platforms, Organisations, Communities",COMMS,Communication,106
COMMS 200,Writing in the Workplace,COMMS,Communication,200
COMMS 201,Journalism Studies,COMMS,Communication,201
COMMS 202,Audiences and Users,COMMS,Communication,202
COMMS 203,Television Journalism,COMMS,Communication,203
COMMS 205,Writing: Concept and Craft,COMMS,Communication,205
COMMS 206,Special Topic: Persuasion and Power,COMMS,Communication,206
COMMS 207,Communication Research Methods,COMMS,Communication,207
COMMS 208,Digital Communication Ethics,COMMS,Communication,208
COMMS 209,Special Topic: Workplace Communication Project,COMMS,Communication,209
COMMS 210,Practicing Communication in Māori and Pacific Worlds,COMMS,Communication,210
COMMS 212,Narratives of Social Change,COMMS,Communication,212
COMMS 213,Communication and Persuasion,COMMS,Communication,213
COMMS 214,Communication and Inclusive Leadership,COMMS,Communication,214
COMMS 303,Sports Media,COMMS,Communication,303
COMMS 304,"Gender, Politics and the Media",COMMS,Communication,304
COMMS 306,Special Topic,COMMS,Communication,306
COMMS 307,Communication Internship,COMMS,Communication,307
COMMS 308,Special Topic: Crafting your Comms Career,COMMS,Communication,308
COMMS 310,Special Topic,COMMS,Communication,310
COMMS 311,Problems and Issues in Contemporary Communication,COMMS,Communication,311
COMMS 312,Documentary and Social Change,COMMS,Communication,312
COMMS 313,Principles and Practices of Social Communication,COMMS,Communication,313
COMMS 314,"Risk, Crisis and Disaster Communication",COMMS,Communication,314
COMMS 315,Environmental Communication,COMMS,Communication,315
COMMS 316,Decolonising Technology and Data,COMMS,Communication,316
COMMS 317,"Design for Equity, Accessibility and Justice",COMMS,Communication,317
COMMS 318,Technology Futures,COMMS,Communication,318
COMMS 319,Communication Strategies in the Workplace,COMMS,Communication,319
COMMS 320,Communication Project,COMMS,Communication,320
COMMS 321,News and Journalism in the Digital Age,COMMS,Communication,321
COMMS 322,Designing Visual Communication,COMMS,Communication,322
COMMS 323,Digital Communication and Practice,COMMS,Communication,323
COMMS 700,Digital Futures,COMMS,Communication,700
COMMS 701,Communication and Data,COMMS,Communication,701
COMMS 702,Communication Excess and Avoidance,COMMS,Communication,702
COMMS 703,Popular Communication and Politics,COMMS,Communication,703
COMMS 704,Communication and Culture,COMMS,Communication,704
COMMS 705,Communication Perspectives,COMMS,Communication,705
COMMS 706,Communication Case Studies,COMMS,Communication,706
COMMS 707,Research Methods and Design,COMMS,Communication,707
COMMS 708,Communication Internship,COMMS,Communication,708
COMMS 709,Special Topic: Communication and Cultural Work,COMMS,Communication,709
COMMS 710,Special Topic,COMMS,Communication,710
COMMS 714,Directed Study,COMMS,Communication,714
COMMS 715,Directed Study,COMMS,Communication,715
COMMS 748,Special Topic,COMMS,Communication,748
COMMS 793,Dissertation,COMMS,Communication,793
COMMS 793A,Dissertation - Level 9,COMMS,Communication,793A
COMMS 793B,Dissertation - Level 9,COMMS,Communication,793B
COMPLIT 200,"World Literatures I: Life, Death, War, Peace, Love",COMPLIT,Comparative Literature,200
COMPLIT 202,Interpreting Folktales,COMPLIT,Comparative Literature,202
COMPLIT 203,Special Topic,COMPLIT,Comparative Literature,203
COMPLIT 206,When East Meets West,COMPLIT,Comparative Literature,206
COMPLIT 207,Special Topic,COMPLIT,Comparative Literature,207
COMPLIT 208,Directed Study in Comparative Literature,COMPLIT,Comparative Literature,208
COMPLIT 210,World Literatures 2: Machines and Modernities,COMPLIT,Comparative Literature,210
COMPLIT 302,When East Meets West,COMPLIT,Comparative Literature,302
COMPLIT 303,Interpreting Folktales,COMPLIT,Comparative Literature,303
COMPLIT 305,Special Topic,COMPLIT,Comparative Literature,305
COMPLIT 306,Directed Reading and Research,COMPLIT,Comparative Literature,306
COMPLIT 307,"World Literatures 1: Life, Death, War, Peace, Love",COMPLIT,Comparative Literature,307
COMPLIT 310,World Literatures 2: Machines and Modernities,COMPLIT,Comparative Literature,310
COMPLIT 704,Special Topic,COMPLIT,Comparative Literature,704
COMPLIT 705,Reading Across Cultures,COMPLIT,Comparative Literature,705
COMPLIT 707,Special Topic,COMPLIT,Comparative Literature,707
COMPLIT 708,Special Topic,COMPLIT,Comparative Literature,708
COMPLIT 709,Reading Across Cultures,COMPLIT,Comparative Literature,709
COMPLIT 710,Special Topic,COMPLIT,Comparative Literature,710
COMPLIT 711,Rethinking Literary Translation,COMPLIT,Comparative Literature,711
COMPLIT 750,Directed Study,COMPLIT,Comparative Literature,750
COMPLIT 751,Directed Study,COMPLIT,Comparative Literature,751
COMPLIT 777,Study Abroad,COMPLIT,Comparative Literature,777
COMPLIT 778,Study Abroad,COMPLIT,Comparative Literature,778
COMPLIT 780,Research Project,COMPLIT,Comparative Literature,780
COMPLIT 780A,Research Project,COMPLIT,Comparative Literature,780A
COMPLIT 780B,Research Project,COMPLIT,Comparative Literature,780B
COMPLIT 790,Dissertation,COMPLIT,Comparative Literature,790
COMPLIT 790A,Dissertation,COMPLIT,Comparative Literature,790A
COMPLIT 790B,Dissertation,COMPLIT,Comparative Literature,790B
COMPLIT 792,Dissertation,COMPLIT,Comparative Literature,792
COMPLIT 792A,Dissertation,COMPLIT,Comparative Literature,792A
COMPLIT 792B,Dissertation,COMPLIT,Comparative Literature,792B
COMPLIT 793A,Thesis,COMPLIT,Comparative Literature,793A
COMPLIT 793B,Thesis,COMPLIT,Comparative Literature,793B
COMPLIT 797A,Research Portfolio,COMPLIT,Comparative Literature,797A
COMPLIT 797B,Research Portfolio,COMPLIT,Comparative Literature,797B
COMPSCI (369),"Simulations, Models and Games ** available as of 01/01/2027",COMPSCI,Computer Science,(369)
COMPSCI (732),Modern Web Tools & Frameworks ** available as of 01/01/2027,COMPSCI,Computer Science,(732)
COMPSCI 101,Principles of Programming,COMPSCI,Computer Science,101
COMPSCI 110,Introduction to Computer Systems,COMPSCI,Computer Science,110
COMPSCI 111,An Introduction to Practical Computing,COMPSCI,Computer Science,111
COMPSCI 120,Mathematics for Computer Science,COMPSCI,Computer Science,120
COMPSCI 130,Introduction to Software Fundamentals,COMPSCI,Computer Science,130
COMPSCI 210,Computer Organisation,COMPSCI,Computer Science,210
COMPSCI 215,Data Communications and Security,COMPSCI,Computer Science,215
COMPSCI 220,Algorithms and Data Structures,COMPSCI,Computer Science,220
COMPSCI 225,Discrete Structures in Mathematics and Computer Science,COMPSCI,Computer Science,225
COMPSCI 230,Object Oriented Software Development,COMPSCI,Computer Science,230
COMPSCI 235,Software Development Methodologies,COMPSCI,Computer Science,235
COMPSCI 289,Research Seminar in Computer Science,COMPSCI,Computer Science,289
COMPSCI 290,Special Topic,COMPSCI,Computer Science,290
COMPSCI 313,Computer Architecture,COMPSCI,Computer Science,313
COMPSCI 315,Data Communications Technologies,COMPSCI,Computer Science,315
COMPSCI 316,Cyber Security,COMPSCI,Computer Science,316
COMPSCI 320,Applied Algorithmics,COMPSCI,Computer Science,320
COMPSCI 331,Large-Scale Software Development,COMPSCI,Computer Science,331
COMPSCI 335,Web Programming and Distributed Services,COMPSCI,Computer Science,335
COMPSCI 340,Operating Systems,COMPSCI,Computer Science,340
COMPSCI 345,Human-computer Interaction,COMPSCI,Computer Science,345
COMPSCI 350,Mathematical Foundations of Computer Science,COMPSCI,Computer Science,350
COMPSCI 351,Fundamentals of Database Systems,COMPSCI,Computer Science,351
COMPSCI 361,Machine Learning,COMPSCI,Computer Science,361
COMPSCI 367,Artificial Intelligence,COMPSCI,Computer Science,367
COMPSCI 369,Computational Methods in Interdisciplinary Science,COMPSCI,Computer Science,369
COMPSCI 373,Computer Graphics and Image Processing,COMPSCI,Computer Science,373
COMPSCI 380,Project in Computer Science,COMPSCI,Computer Science,380
COMPSCI 380A,Project in Computer Science,COMPSCI,Computer Science,380A
COMPSCI 380B,Project in Computer Science,COMPSCI,Computer Science,380B
COMPSCI 389,Research Methods in Computer Science,COMPSCI,Computer Science,389
COMPSCI 390,Special Topic,COMPSCI,Computer Science,390
COMPSCI 391,Special Topic,COMPSCI,Computer Science,391
COMPSCI 392,Special Topic,COMPSCI,Computer Science,392
COMPSCI 393,Special Topic,COMPSCI,Computer Science,393
COMPSCI 399,Capstone: Computer Science,COMPSCI,Computer Science,399
COMPSCI 690A,Graduate Diploma Research Project,COMPSCI,Computer Science,690A
COMPSCI 690B,Graduate Diploma Research Project,COMPSCI,Computer Science,690B
COMPSCI 691A,Postgraduate Diploma Research Project,COMPSCI,Computer Science,691A
COMPSCI 691B,Postgraduate Diploma Research Project,COMPSCI,Computer Science,691B
COMPSCI 700,Special Topic: Computer Science in Aotearoa New Zealand,COMPSCI,Computer Science,700
COMPSCI 701,Creating Maintainable Software,COMPSCI,Computer Science,701
COMPSCI 702,Security for Smart-devices,COMPSCI,Computer Science,702
COMPSCI 703,Generalising Artificial Intelligence,COMPSCI,Computer Science,703
COMPSCI 704,Fundamentals in Human-Computer Interaction,COMPSCI,Computer Science,704
COMPSCI 705,Advanced Topics in Human Computer Interaction,COMPSCI,Computer Science,705
COMPSCI 706,Special Topic,COMPSCI,Computer Science,706
COMPSCI 707,Special Topic,COMPSCI,Computer Science,707
COMPSCI 710,Directed Study,COMPSCI,Computer Science,710
COMPSCI 711,Parallel and Distributed Computing,COMPSCI,Computer Science,711
COMPSCI 712,"AI Agency, Ethics and Society",COMPSCI,Computer Science,712
COMPSCI 713,AI Fundamentals,COMPSCI,Computer Science,713
COMPSCI 714,AI Architecture and Design,COMPSCI,Computer Science,714
COMPSCI 715,Advanced Computer Graphics,COMPSCI,Computer Science,715
COMPSCI 717,Fundamentals of Algorithmics,COMPSCI,Computer Science,717
COMPSCI 718,Programming for Industry,COMPSCI,Computer Science,718
COMPSCI 719,Programming with Web Technologies,COMPSCI,Computer Science,719
COMPSCI 720,Advanced Design and Analysis of Algorithms,COMPSCI,Computer Science,720
COMPSCI 721,Randomised Algorithms and Probabilistic Methods,COMPSCI,Computer Science,721
COMPSCI 725,Usable Security and Privacy Engineering,COMPSCI,Computer Science,725
COMPSCI 726,Network Defence and Countermeasures,COMPSCI,Computer Science,726
COMPSCI 727,Cryptographic Management,COMPSCI,Computer Science,727
COMPSCI 732,Software Tools and Techniques,COMPSCI,Computer Science,732
COMPSCI 734,"Web, Mobile and Enterprise Computing",COMPSCI,Computer Science,734
COMPSCI 742,Advanced Internet: Global Data Communications,COMPSCI,Computer Science,742
COMPSCI 747,Computing Education,COMPSCI,Computer Science,747
COMPSCI 750,Computational Complexity,COMPSCI,Computer Science,750
COMPSCI 751,Advanced Topics in Database Systems,COMPSCI,Computer Science,751
COMPSCI 752,Big Data Management,COMPSCI,Computer Science,752
COMPSCI 753,Algorithms for Massive Data,COMPSCI,Computer Science,753
COMPSCI 760,Advanced Topics in Machine Learning,COMPSCI,Computer Science,760
COMPSCI 761,Advanced Topics in Artificial Intelligence,COMPSCI,Computer Science,761
COMPSCI 762,Foundations of Machine Learning,COMPSCI,Computer Science,762
COMPSCI 764,Deep Learning - Level 9,COMPSCI,Computer Science,764
COMPSCI 765,Modelling Minds,COMPSCI,Computer Science,765
COMPSCI 767,Intelligent Software Agents,COMPSCI,Computer Science,767
COMPSCI 769,Natural Language Processing - Level 9,COMPSCI,Computer Science,769
COMPSCI 771,Advanced Topics in Computer Graphics and Image Processing,COMPSCI,Computer Science,771
COMPSCI 773,Intelligent Vision Systems,COMPSCI,Computer Science,773
COMPSCI 778,Internship,COMPSCI,Computer Science,778
COMPSCI 779,Internship,COMPSCI,Computer Science,779
COMPSCI 779A,Internship,COMPSCI,Computer Science,779A
COMPSCI 779B,Internship,COMPSCI,Computer Science,779B
COMPSCI 780,Postgraduate Project in Computer Science 1,COMPSCI,Computer Science,780
COMPSCI 780A,Postgraduate Project in Computer Science 1,COMPSCI,Computer Science,780A
COMPSCI 780B,Postgraduate Project in Computer Science 1,COMPSCI,Computer Science,780B
COMPSCI 789,Honours Research Project,COMPSCI,Computer Science,789
COMPSCI 789A,Honours Research Project - Level 9,COMPSCI,Computer Science,789A
COMPSCI 789B,Honours Research Project,COMPSCI,Computer Science,789B
COMPSCI 791,Research Project,COMPSCI,Computer Science,791
COMPSCI 791A,Research Project,COMPSCI,Computer Science,791A
COMPSCI 791B,Research Project,COMPSCI,Computer Science,791B
COMPSCI 792,Research Project,COMPSCI,Computer Science,792
COMPSCI 792A,Research Project,COMPSCI,Computer Science,792A
COMPSCI 792B,Research Project,COMPSCI,Computer Science,792B
COMPSCI 796A,MSc Thesis in Computer Science,COMPSCI,Computer Science,796A
COMPSCI 796B,MSc Thesis in Computer Science,COMPSCI,Computer Science,796B
COMPSYS 201,Fundamentals of Computer Engineering,COMPSYS,Computer Systems Engineering,201
COMPSYS 209,Computer Systems Design,COMPSYS,Computer Systems Engineering,209
COMPSYS 299,Workshop Practice,COMPSYS,Computer Systems Engineering,299
COMPSYS 301,Design: Hardware Software Systems,COMPSYS,Computer Systems Engineering,301
COMPSYS 302,Design: Software Practice,COMPSYS,Computer Systems Engineering,302
COMPSYS 303,Microcomputers and Embedded Systems,COMPSYS,Computer Systems Engineering,303
COMPSYS 304,Computer Architecture,COMPSYS,Computer Systems Engineering,304
COMPSYS 305,Digital Systems Design,COMPSYS,Computer Systems Engineering,305
COMPSYS 306,Artificial Intelligence and Machine Learning,COMPSYS,Computer Systems Engineering,306
COMPSYS 700A,Research Project - Level 9,COMPSYS,Computer Systems Engineering,700A
COMPSYS 700B,Research Project,COMPSYS,Computer Systems Engineering,700B
COMPSYS 701,Advanced Digital Systems Design - Level 9,COMPSYS,Computer Systems Engineering,701
COMPSYS 704,Advanced Embedded Systems - Level 9,COMPSYS,Computer Systems Engineering,704
COMPSYS 705,Formal Methods for Safety Critical Software - Level 9,COMPSYS,Computer Systems Engineering,705
COMPSYS 708,Special Topic,COMPSYS,Computer Systems Engineering,708
COMPSYS 710,Studies in Computer Systems Engineering 1,COMPSYS,Computer Systems Engineering,710
COMPSYS 711,Studies in Computer Systems Engineering 2,COMPSYS,Computer Systems Engineering,711
COMPSYS 713,Studies in Computer Systems Engineering 4,COMPSYS,Computer Systems Engineering,713
COMPSYS 714,Studies in Computer Systems Engineering 5,COMPSYS,Computer Systems Engineering,714
COMPSYS 715,Studies in Computer Systems Engineering 6,COMPSYS,Computer Systems Engineering,715
COMPSYS 721,Machine Intelligence and Deep Learning,COMPSYS,Computer Systems Engineering,721
COMPSYS 722,Special Topic,COMPSYS,Computer Systems Engineering,722
COMPSYS 723,Embedded Systems Design,COMPSYS,Computer Systems Engineering,723
COMPSYS 725,Distributed Cyber-Physical Systems Design,COMPSYS,Computer Systems Engineering,725
COMPSYS 726,Robotics and Intelligent Systems,COMPSYS,Computer Systems Engineering,726
COMPSYS 727,Model-based Embedded Systems Design,COMPSYS,Computer Systems Engineering,727
COMPSYS 728,Special Topic,COMPSYS,Computer Systems Engineering,728
COMPSYS 729,Special Topic,COMPSYS,Computer Systems Engineering,729
COMPSYS 730,Robotics and Society,COMPSYS,Computer Systems Engineering,730
COMPSYS 731,Human-Robot Interaction,COMPSYS,Computer Systems Engineering,731
COMPSYS 732,Mobile Autonomous Robotics,COMPSYS,Computer Systems Engineering,732
COMPSYS 770,Capstone Project,COMPSYS,Computer Systems Engineering,770
COMPSYS 787,Project X,COMPSYS,Computer Systems Engineering,787
COMPSYS 788,Research Project,COMPSYS,Computer Systems Engineering,788
COMPSYS 788A,Research Project,COMPSYS,Computer Systems Engineering,788A
COMPSYS 788B,Research Project,COMPSYS,Computer Systems Engineering,788B
COMPSYS 789,Project Z,COMPSYS,Computer Systems Engineering,789
COMPSYS 792,Research Project (Robotics and Automation),COMPSYS,Computer Systems Engineering,792
COMPSYS 792A,Research Project (Robotics and Automation),COMPSYS,Computer Systems Engineering,792A
COMPSYS 792B,Research Project (Robotics and Automation),COMPSYS,Computer Systems Engineering,792B
COMPSYS 795,Research Project (Computer Systems),COMPSYS,Computer Systems Engineering,795
COMPSYS 795A,Research Project (Computer Systems),COMPSYS,Computer Systems Engineering,795A
COMPSYS 795B,Research Project (Computer Systems),COMPSYS,Computer Systems Engineering,795B
COMPSYS 796A,ME Thesis (Computer Systems),COMPSYS,Computer Systems Engineering,796A
COMPSYS 796B,ME Thesis (Computer Systems),COMPSYS,Computer Systems Engineering,796B
COOKIS 101,Introduction to Cook Islands Māori,COOKIS,Cook Islands Māori,101
COOKIS 101G,Introduction to Cook Islands Māori,COOKIS,Cook Islands Māori,101G
COOKIS 201,Cook Islands Māori Language 2,COOKIS,Cook Islands Māori,201
COOKIS 204,Special Topic,COOKIS,Cook Islands Māori,204
COOKIS 300,Special Topic,COOKIS,Cook Islands Māori,300
COOKIS 301,Cook Islands Māori Language 3,COOKIS,Cook Islands Māori,301
CREAT 700,"Therapy Practicum, Principles and Theory 1",CREAT,Creative Arts Therapies,700
CREAT 701,Culture and Communities in Creative Arts Therapies,CREAT,Creative Arts Therapies,701
CREAT 702,Creative Arts Therapies Practicum 1,CREAT,Creative Arts Therapies,702
CREAT 703,Creative Arts Therapies Practicum 2,CREAT,Creative Arts Therapies,703
CREAT 704,Creative Arts Therapies Practicum 3 - Level 9,CREAT,Creative Arts Therapies,704
CREAT 705,Psychology and Creative Arts Psychotherapy,CREAT,Creative Arts Therapies,705
CREAT 706,Creative Arts Therapies Professional Practice and Ethics,CREAT,Creative Arts Therapies,706
CREAT 707,Applied Creative Arts Therapeutic Practices 1,CREAT,Creative Arts Therapies,707
CREAT 708,Applied Creative Arts Therapeutic Practices 2,CREAT,Creative Arts Therapies,708
CREAT 709,Research Methods and Critical Analysis in Creative Arts,CREAT,Creative Arts Therapies,709
CREAT 790,Creative Arts Therapies Research Project – Level 9,CREAT,Creative Arts Therapies,790
CREWRIT 797A,Creative Writing,CREWRIT,Creative Writing,797A
CREWRIT 797B,Creative Writing,CREWRIT,Creative Writing,797B
CRIM 100,Big Ideas in Criminology,CRIM,Criminology,100
CRIM 200,Cultural Criminology,CRIM,Criminology,200
CRIM 202,Contemporary Issues in Punishment,CRIM,Criminology,202
CRIM 203,The Criminal Mind: Crime and Individual Differences,CRIM,Criminology,203
CRIM 204,Critical Studies in Policing,CRIM,Criminology,204
CRIM 205,"Crime, Media and Society",CRIM,Criminology,205
CRIM 206,Special Topic,CRIM,Criminology,206
CRIM 207,Criminology: Indigenous and Global,CRIM,Criminology,207
CRIM 208,Hate Crime,CRIM,Criminology,208
CRIM 209,Special Topic,CRIM,Criminology,209
CRIM 301,Issues in Criminal Justice,CRIM,Criminology,301
